faction,ability_id,name,unit_ids,flags,text
"adeptus-astartes","fearsome-assault","Fearsome Assault","reiver-squad","","During the Fight phase, enemy units nearby must take a Battle-shock test."
"adeptus-astartes","feel-no-pain-4","Feel No Pain 4+","chief-librarian-mephiston","","The unit has the Feel No Pain 4+ ability."
"adeptus-astartes","feel-no-pain-5","Feel No Pain 5+","chaplain-grimaldus","","The unit has the Feel No Pain 5+ ability."
"adeptus-astartes","feel-no-pain-6","Feel No Pain 6+","death-company-dreadnought","","The unit has the Feel No Pain 6+ ability."
"adeptus-astartes","ferocious-assault","Ferocious Assault","sicaran-venator","","During the Shooting phase, the unit gets +1 to Hit rolls."
"adeptus-astartes","fervour-of-the-ancients-aura","Fervour of the Ancients (Aura)","venerable-dreadnought","","Friendly units nearby get +1 to Charge rolls."
"adeptus-astartes","fights-first","Fights First","chief-librarian-mephiston;lion-eljonson","","The unit has the Fights First ability."
"adeptus-astartes","finest-hour","Finest Hour","blood-angels-captain","","During the Fight phase, until the end of the phase: /   -> Add 3 to the unit's Attacks characteristic. /   -> The unit's weapons gain [DEVASTATING WOUNDS]."
"adeptus-astartes","fire-and-redeploy","Fire and Redeploy","javelin-attack-speeder","","During the Shooting phase, if not an enemy unit is within engagement range, until the end of the phase, the unit has the Move After Shoot D6"" ability."
"adeptus-astartes","fire-focus","Fire Focus","razorback","","During the Shooting phase, until the end of the turn, subtract 1 from the unit's Armour Penetration characteristic."
"adeptus-astartes","fire-support","Fire Support","razorback;relic-razorback","","During the Shooting phase, until the end of the phase, you can re-roll the Wound roll."
"adeptus-astartes","firing-deck-2","Firing Deck 2","rhino","","The unit gains the Firing Deck ability (2)."
"adeptus-astartes","firing-deck-6","Firing Deck 6","impulsor","","The unit gains the Firing Deck ability (6)."
"adeptus-astartes","for-the-chapter","For the Chapter!","hellblaster-squad","","Each time this model is destroyed, it can shoot before being removed from play."
"adeptus-astartes","force-of-untamed-destruction","Force of Untamed Destruction","murderfang","","This model cannot be your Warlord."
"adeptus-astartes","forlorn-hero","Forlorn Hero","death-company-captain","","After being attached to a unit, this model gains the Special Embark Rule ability."
"adeptus-astartes","fortification","Fortification","hammerfall-bunker","","During the Shooting phase, the attacking unit gets -1 to Hit rolls."
"adeptus-astartes","fortis-doctrines","Fortis Doctrines","fortis-kill-team","","While the unit is below its starting strength, while the unit is below half strength, against A targets, against A targets: /   -> The unit gets +1 to Hit rolls. /   -> The unit gets +1 to Wound rolls."
"adeptus-astartes","fury-of-the-first","Fury of the First","terminator-squad","","The unit gets +1 to Hit rolls."
"adeptus-astartes","fury-unbound","Fury Unbound","lemartes","","After being attached to a unit, the unit's weapons gain [LETHAL HITS]."
"adeptus-astartes","gene-seed-recovery","Gene-seed Recovery","apothecary","","You gain 1CP."
"adeptus-astartes","gift-of-the-iron-wolf","Gift of the Iron Wolf","iron-priest","","Until your next Command phase, return D3 destroyed models to this model with full wounds."
"adeptus-astartes","glory-of-ultramar","Glory of Ultramar","victrix-honour-guard","","During the Shooting phase, in the opponent's turn, when destroyed by a ranged attack, if not an enemy unit is within engagement range, until the end of the phase, the unit has the Surge Move D6"" ability."
"adeptus-astartes","grand-master-of-the-deathwing","Grand Master of the Deathwing","belial","","After being attached to a unit, the unit's weapons gain [PRECISION]."
"adeptus-astartes","grand-master-of-the-ravenwing","Grand Master of the Ravenwing","sammael","","After being attached to a unit, friendly units nearby get +1 to Charge rolls."
"adeptus-astartes","grapnel-launcher","Grapnel Launcher","reiver-squad","","The unit has the Ignore Vertical ability."
"adeptus-astartes","guardian-of-the-lost","Guardian of the Lost","lemartes","","After being attached to a unit, each time an attack targets the unit, reduce the Damage of that attack by 1."
"adeptus-astartes","guerrilla-tactics","Guerrilla Tactics","scout-squad","","The unit has the Redeploy to Reserves ability."
"adeptus-astartes","guidance-of-the-ancients-psychic","Guidance of the Ancients (Psychic)","venerable-dreadnought","","During the Shooting phase, until the end of the phase, the unit gets +1 to Hit rolls."
"adeptus-astartes","guile-of-the-wolf-aura","Guile of the Wolf (Aura)","logan-grimnar","","Against A targets, you gain 1CP."
"adeptus-astartes","hailstrike","Hailstrike","storm-speeder-hailstrike","","During the Shooting phase, until the end of the phase, subtract 1 from the unit's Armour Penetration characteristic."
"adeptus-astartes","hammer-blow","Hammer Blow","wulfen-with-storm-shields","","During the Fight phase, the attacking unit gets -1 to Hit rolls."
"adeptus-astartes","hammer-of-wrath","Hammer of Wrath","assault-intercessors-with-jump-packs","","Your unit suffers 1 mortal wound."
"adeptus-astartes","hammerstrike","Hammerstrike","storm-speeder-hammerstrike","","Until the end of the phase, the unit gains the Benefit of Cover ability."
"adeptus-astartes","haywire-mine","Haywire Mine","incursor-squad","","Once per battle, your unit suffers d3 mortal wounds."
"adeptus-astartes","headhunters","Headhunters","wolf-guard-headtakers","","The unit's weapons gain [DEVASTATING WOUNDS]. / The unit's weapons gain [PRECISION]."
"adeptus-astartes","healing-balms","Healing Balms","wolf-priest","","After being attached to a unit, return 1 destroyed model to the unit with full wounds."
"adeptus-astartes","heirs-of-azkaellon","Heirs of Azkaellon","sanguinary-guard","","During the Fight phase, after being attached to a unit, the attacking unit gets -1 to Wound rolls."
"adeptus-astartes","heirs-of-sigismund","Heirs of Sigismund","","","This model: army composition rule."
"adeptus-astartes","helix-gauntlet","Helix Gauntlet","spectrus-kill-team","","The unit has the Feel No Pain 6+ ability."
"adeptus-astartes","heroes-of-ultramar","HEROES OF ULTRAMAR","wardens-of-ultramar","","The unit gains the Forced Attachment ability."
"adeptus-astartes","heroic-last-stand","Heroic Last Stand","wolf-guard-battle-leader","","During the Fight phase, each time this model is destroyed, it can fight before being removed from play."
"adeptus-astartes","high-king-of-fenris","High King of Fenris","logan-grimnar","","Until the end of the phase, the unit gains the Once Per Battle Special ability."
"adeptus-astartes","high-marshal","High Marshal","high-marshal-helbrecht","","During the Fight phase, your unit suffers d3 mortal wounds."
"adeptus-astartes","honour-guard","Honour Guard","ultramarines-honour-guard","","After being attached to a unit, the attacking unit gets -1 to Wound rolls."
"adeptus-astartes","honour-guard-of-macragge","HONOUR GUARD OF MACRAGGE","ultramarines-honour-guard","","After being attached to a unit, the unit gains the Attached Unit Eligibility ability."
"adeptus-astartes","honour-of-ultramar","Honour of Ultramar","captain-titus","","During the Fight phase, return D3 destroyed models to this model with full wounds."
"adeptus-astartes","honour-or-death","Honour or Death","ravenwing-command-squad","","You can use the Fire Overwatch or Heroic Stratagem on this model for 0CP."
"adeptus-astartes","hood-of-hellfire","Hood of Hellfire","chief-librarian-tigurius","","After being attached to a unit, the unit has the Feel No Pain 4+ ability."
"adeptus-astartes","hover","Hover","nephilim-jetfighter;storm-eagle-gunship;fire-raptor-gunship","","Modify this model's Move characteristic to 20."
"adeptus-astartes","hunting-hounds","Hunting Hounds","fenrisian-wolves","","Unless while the unit is Battle-shocked, until the end of the battle round, this model gets -1 to its Objective Control characteristic."
"adeptus-astartes","icon-of-obstinacy","Icon of Obstinacy","darnath-lysander","","The attacking unit gets -1 to Wound rolls."
"adeptus-astartes","icon-of-old-caliban-aura","Icon of Old Caliban (Aura)","ravenwing-darkshroud","","During the Shooting phase, the unit gains the Benefit of Cover ability."
"adeptus-astartes","incendiary-terror","Incendiary Terror","infernus-squad","","During the Shooting phase, enemy units nearby must take a Battle-shock test."
"adeptus-astartes","indomitor-doctrines","Indomitor Doctrines","indomitor-kill-team","","During the Fight phase, if the unit charged this turn, add 2 to the unit's Strength characteristic."
"adeptus-astartes","infernum-halo-launcher","Infernum Halo-launcher","corvus-blackstar","","This model's weapons gain [SMOKE]."
"adeptus-astartes","infiltrator-comms-array","Infiltrator Comms Array","spectrus-kill-team","","You gain 1CP."
"adeptus-astartes","infiltrators","Infiltrators","spectrus-kill-team","","Once per battle, the unit has the Infiltrate ability."
"adeptus-astartes","inner-circle","Inner Circle","deathwing-knights","","Each time an attack targets the unit, reduce the Damage of that attack by 1."
"adeptus-astartes","inspirational-exemplar","Inspirational Exemplar","marshal","","During the Fight phase, after being attached to a unit, the unit gets -5 to Hit rolls."
"adeptus-astartes","inspiring-commander","Inspiring Commander","darnath-lysander","","If the unit has the TERMINATOR-ASSAULT-SQUAD keyword or if the unit has the TERMINATOR-SQUAD keyword, unless the unit has the CHARACTER keyword, unless while the unit is Battle-shocked, for the rest of the battle, the unit gets -2 to its Objective Control characteristic."
"adeptus-astartes","inspiring-leader","Inspiring Leader","marneus-calgar-in-armour-of-antilochus","","The unit is eligible to shoot and declare a charge in a turn in which it Fell Back."
"adeptus-astartes","instigator-bolt-carbine","Instigator Bolt Carbine","spectrus-kill-team","","During the Shooting phase, until the end of the turn, the unit has the Shoot and Scoot ability."
"adeptus-astartes","interception-strike","Interception Strike","repulsor-executioner","","During the Shooting phase, you can re-roll the Hit roll."
"adeptus-astartes","interceptor","Interceptor","stormhawk-interceptor;xiphon-interceptor","","During the Shooting phase, against A targets, the unit gets +1 to Hit rolls."
"adeptus-astartes","into-the-foe","Into the Foe","caestus-assault-ram","","Until the end of the turn, the unit gains the Transport Disembark Modifier ability."
"adeptus-astartes","intractable-will","Intractable Will","lazarus","","During the Fight phase, after being attached to a unit, each time this model is destroyed, it can fight before being removed from play."
"adeptus-astartes","inviolable-transport","Inviolable Transport","mastodon","","Once per battle, each time an attack targets this model, reduce the Damage of that attack to 0."
"adeptus-astartes","iron-father","Iron Father","iron-father-feirros","","This model gains the Lone Operative ability."
"adeptus-astartes","iron-priest","Iron Priest","iron-priest","","This model gains the Lone Operative ability."
"adeptus-astartes","isolate-and-destroy","Isolate and Destroy","land-speeder-tempest","","The unit gets +1 to Wound rolls."
"adeptus-astartes","judgement-of-the-omnissiah","Judgement of the Omnissiah","iron-priest","","You can re-roll the Wound roll."
"adeptus-astartes","judgement-of-the-weak","Judgement of the Weak","terminator-squad","","Enemy units nearby: anti fallback."
"adeptus-astartes","keep-the-banner-high","Keep the Banner High","ancient-in-terminator-armour","","While the unit is below its starting strength, while the unit is below half strength, after being attached to a unit: /   -> The unit gets +1 to Hit rolls. /   -> The unit gets +1 to Wound rolls."
"adeptus-astartes","kill-teams","Kill Teams","","","This model gains the Special Embark Rule ability."
"adeptus-astartes","knight-champion-of-macragge","Knight Champion of Macragge","cato-sicarius","","The unit has the Reactive Move ability."
